3,"Interview mit Ex-Kanzlerberater Teltschik: ""Europa hat sich seines Einflusses beraubt""
Unter strengsten Sicherheitsvorkehrungen findet am Wochenende in München die Konferenz für Sicherheitspolitik statt. Im SPIEGEL-ONLINE-Interview spricht Ex-Kanzlerberater und Konferenz-Organisator Horst Teltschik über den prominentesten Gast, US-Verteidigungsminister Donald Rumsfeld, die Absage des Kanzlers und verpasste Chancen der Europäer im Irak-Konflikt.
Herr Teltschik, der
US-Verteidigungsminister
kommt auf die am Wochenende stattfindende Konferenz für
Sicherheitspolitik. Auf welche Provokation Donald Rumsfelds müssen sich die
europäischen Teilnehmer in München denn diesmal einstellen? Horst Teltschik:  Rumsfeld ist immer gut für deutliche und
provokante Worte. Er ist einer der Politiker, der sagt, was er denkt.
Das ist manchmal hilfreicher, als wenn einer seine Absichten
diplomatisch
verbrämt. SPIEGEL ONLINE:  Also wird Rumsfeld das Forum für eine
grundsätzliche Erklärung nutzen? Teltschik:  Was mir aus Was"
4,"Reinhard Heß: ""Widhölzl ist der Topfavorit""
Am Wochenende beginnt in Vikersund die Weltmeisterschaft im Skifliegen. Im Interview bezweifelt Bundestrainer Reinhard Heß, dass die Wettbewerbe in Norwegen zu reinen Schmitt-Festspielen werden.
Wir kämpfen auf jeden Fall um einen Platz auf dem Treppchen. Sven liebäugelt mit einer Medaille und Martin hat den Willen, auch um Gold mitzuspringen. Von den anderen darf man nicht unbedingt so viel erwarten, auch wenn ich hoffe, dass beim Flieger Duffner der Knopf aufgeht. Ich bin echt gespannt, wie sich 
die jungen Uhrmann und Löffler schlagen. Das ist ja eine ganz neue Dimension für sie.  Heß: Ja. Keiner ist solch einem Druck wie die Deutschen ausgesetzt. Dafür werden wir manchmal sogar belächelt und zweifellos ist das besonders für Martin eine zusätzliche Belastung. Aber wir haben die Geister gerufen, also können wir jetzt nicht meckern. Wir haben ja auch Schritte unternommen, damit die Springer 
mehr Ruhephasen bekommen, das hat schon in Willingen besser gekl"
4,"Stenogramm: Dienstagsspiele
Mit Schalke gegen Bremen, Hertha gegen Bielefeld, Lautern gegen Rostock, Ulm gegen 1860. Alle Tore, alle Schützen, alle alles.
Schalke: Reck - Müller - Waldoch, Happe - Latal, Kmetsch, Alpugan, Nemec - Wilmots - Sand, Mpenza
Bremen: Rost - Tjikuzu, Baumann, Cesar (45. Dabrowski), Wiedener - Frings, Eilts (54. Maximow), Trares - Herzog - Pizarro, Ailton
Schiedsrichter: Torsten Koop (Lüttenmark)
1:0 Sand (6.)
1:1 Ailton (34.)
2:1 Mpenza (46.)
3:1 Sand (84.)
Zuschauer: 30.000


Hertha BSC Berlin - Arminia Bielefeld  2:0 (0:0)
Berlin: Fiedler - Rekdal - van Burik (12. Herzog), Sverrisson - Rehmer, Schmidt, Wosz, Michalke (54. Veit), Roy - Preetz, Alves
Bielefeld: Miletic - Stratos - Klitzpera, Gansauge - Bode, Meißner, Böhme, Peeters, Maul -  Weissenberger 
- Labbadia
Schiedsrichter: Albrecht (Kaufbeuren)
1:0 Preetz (51.)
2:0 Preetz (75.)
Zuschauer: 30.000


1.FC Kaiserslautern - Hansa Rostock  2:2 (0:1)
Kaiserslautern: Gospodarek, Schjönberg, Komljenovic, Strasser, Koch -  W"
4,"Boxen: Prinz Naseem sucht Infight mit dem WBC
Die Aberkennung seines WM-Titels im Federgewicht durch das World Boxing Council hat der britische Sensationsboxer mit einem offenen Brief der Empörung beantwortet.
Sheffield - Box-Profi Prinz Naseem Hamed will sich mit der Aberkennung seines Weltmeistertitels durch den World Boxing Council (WBC) nicht abfinden. Das teilte der am Grünen Tisch entthronte Federgewichtler dem Weltverband am Montag in einem offenen Brief mit. Der empörte Brite betonte, das Grundprinzip beim Boxen sei, dass der WM-Titel nur im Ring gewonnen oder verloren werden. Wird dieses Grundprinzip verlassen, habe das nichts mehr mit Sport zu tun, sondern sei ein schweres Politikum, meinte Naseem Hamed. Der Weltmeister der World Boxing Organization (WBO) hatte in der vorigen Woche seinen anderen Titel auf Druck der WBC zurückgegeben. Die WBC erkennt den WBO-Titel nicht an und wollte den 25-Jährigen als
alleinigen Weltmeister führen. Der in 33 Kämpfen ungeschlagene Hamed hatte den WBC-Gürt"
3,"Nordkorea-Konflikt: Der Diktator und sein Sheriff
Die Korea-Krise wird zu einem immer härteren Prüfstein für die amerikanische Sheriff-Diplomatie, US-Präsident Bush ist gereizt. Doch je stärker die US-Regierung das Regime unter Druck setzt, umso gefährlicher wird die Lage. Nun bieten die Koreaner sich zum Dialog an - und erzürnen damit den Amerikaner noch weiter.
Hamburg - Die Nordkoreaner sind nach eigenen Angaben bereit, Gespräche mit den USA ohne Vorbedingungen zu führen. Die südkoreanische Nachrichtenagentur Yonhap zitiert den nordkoreanischen Botschafter in Peking, Choe Jin Su: ""Dialog ist der einzige Weg, dieses Problem friedlich zu lösen."" Choe Jin Su forderte die US-Regierung weiter auf, dem von Nordkorea geforderten Nichtangriffspakt zuzustimmen, sollte sie wirklich an einer friedlichen Lösung interessiert sein. Darüber äußerte er gleichzeitig Zweifel: ""Wir können das nicht glauben."" Auf die Beteuerungen Bushs bezogen, er wolle den Konflikt mit Pjöngjang friedlich beilegen, sagte Choe Jin S"
4,"NBA: Blazers-Defensive schaltet Shaq aus
Obwohl er nur 13 Minuten zum Einsatz kam, durfte sich Detlef Schrempf mit den Portland Trailblazers freuen. Beim Gastspiel in Los Angeles knöpfte man dem ärgsten Konkurrenten, den Lakers, einen wichtigen Sieg ab.
Los Angeles - Einen Tag nach seinem 37. Geburtstag hat sich Detlef Schrempf das schönste Geschenk selbst bereitet. Nach einer dramatischen Partie gewannen seine Portland Trail Blazers am Samstag das Topspiel zwischen den beiden besten Teams der nordamerikanischen Basketball-Profiliga (NBA) bei den Los AngelesLakers mit 95:91 und unterstrichen dabei eindrucksvoll ihre Titel-Ambitionen. ""Mein Wunsch hat sich erfüllt. Wir haben ein großes Spiel gezeigt und verdient gewonnen"", urteilte der deutsche NBA-Star zufrieden, obwohl er zum vierten Mal in dieser Saison ohne Punkterfolg geblieben ist. ""Das Team muss gewinnen"", betonte der Ex-Leverkusener nach seinem 13-minütigen Einsatz, ""alles andere ist unwichtig, auch wenn es gewöhnungsbedürftig ist"". Die in de"
4,"Tennis: Kiefer im Halbfinale gescheitert, Schüttler im Finale
Die Träume von einem deutschen Tennisfinale sind beim ATP-Turnier in Doha in Katar bereits im ersten Halbfinale geplatzt. Der topgesetzte Hannoveraner Nicolas Kiefer unterlag dem an Nummer drei eingestuften Franzosen Fabrice Santoro in zwei Sätzen. Dafür erreichte Vorjahressieger Rainer Schüttler erneut das Finale.
Doha - Nicolas Kiefer musste seinen Traum von der Nummer eins der Tennis-Welt im Halbfinale von Doha begraben. Der 22-Jährige aus Holzminden verpasste am Samstag durch ein 5:7, 4:6 gegen den Franzosen Fabrice Santoro den Einzug in das Endspiel des mit einer Million Dollar dotierten Turniers und damit die Möglichkeit, die
Spitzenposition der neuen Weltrangliste zu erobern. ""Schade, ich hätte hier gerne noch ein Spiel bestritten. Aber heute hat mich mein Aufschlag im Stich gelassen"", meinte Kiefer nach seiner Niederlage. Wie schon vor Jahresfrist bei den Australian Open konnte sich Kiefer auch im zweiten Aufeinandertreffen mit Sa"
3,"Wahl in Niedersachsen: Gabriels Desaster
Niedersachsens CDU-Chef Christian Wulff hat bei der Landtagswahl einen sensationellen Erfolg errungen. Nach zwei erfolglosen Anläufen schaffte er es auf den Stuhl des Ministerpräsidenten. Die SPD von Sigmar Gabriel erlitt dagegen mit rund 33 Prozent ein Wahldesaster.
Hannover - Die Wahllokale hatten erst eine gute halbe Stunde
geschlossen, da konnte der niedersächsische CDU-Landesvorsitzende
Christian Wulff schon mit seiner Frau Christiane als strahlender
Sieger im Landtag vor die Fernsehkameras treten. ""Nach 13
schwierigen Jahren in der Opposition kommt die Zeit zum Regieren"",
kommentierte der stellvertretende CDU-Bundesvorsitzende seinen
größten Sieg und nahm den Jubel seiner Mitarbeiter entgegen. Für
Niedersachsen kündigte der designierte Ministerpräsident an: ""Wir
werden zeigen, dass wir es besser machen können."" Wulff, der zuvor zwei Mal die Landtagswahlen in Niedersachsen, verloren hatte, hat in der Tat allen Grund zur Freude: Im Stammland von Bundeskan"
5,"Umstrittene Personalie: Pofalla könnte erst 2015 zur Bahn wechseln
Ein Kompromiss soll Ronald Pofallas umstrittenen Wechsel zur Deutschen Bahn retten. Nach SPIEGEL-Informationen könnte der Kanzleramtsminister seinen Posten dort erst 2015 antreten - und möglicherweise sogar erst 2017 in den Vorstand aufrücken.
Berlin - Eine zeitliche Verschiebung soll den umstrittenen Wechsel des Ex-Kanzleramtschefs Ronald Pofalla (CDU) in den Bahn-Vorstand nach Informationen des SPIEGEL doch noch möglich machen. Demnach könnte Pofalla seinen neuen Posten erst im kommenden Jahr antreten, also deutlich später als ursprünglich geplant. ""Je später er anfängt, desto besser"", heißt es in Bahn-Kreisen. Zudem könnte Pofallas neu einzurichtender Vorstandsposten für Regierungskontakte später mit dem für Compliance und Recht verschmolzen werden. Dieser wird 2017 frei, wenn der Vertrag des aktuellen Vorstands Gerd Becht ausläuft. Vorteil des Kompromisses: Es käme nur für eine rund zweijährige Übergangszeit zu einer Vergrößerung"
1,"Dschungelcamp Tag 4: ""Die Kugel kam nicht - das war überhaupt die Sensation""
Es brodelt im Camp: Nicht nur in den Gabrielschen Gedärmen, auch zwischenmenschlich rumpelt es gewaltig. Außerdem entdeckt Wunderwesen David seine sprechenden Hoden. Let's getty to - siewissenschon.
Schön langsam lohnt es sich, die winterfest weggepackte Schlümpfesammlung hervorzukramen: So viele Streitigkeiten gab es gestern im Camp, dass es sich übersichtshalber anböte, alle Konfro-Herde modellhaft in einer Familienaufstellung nachzuvollziehen. Falls keine Schlümpfe zur Hand sind, geht notfalls auch altes Obst verschiedener Faulheitsgrade. Ding, ding, ding, Ring frei! Thorsten vs. Die Pottsau Möglicherweise sahen wir gestern DAS neue RTL-Vorabend-Erfolgsformat. Arbeitstitel: ""Die Ausscheider - Legi auf Urinstreife"". Irgendwer erleichtert sich nämlich im Camp im Stehen und besudelt solchermaßen die Klobrille, das ruft Hobbyharnologe Thorsten auf den Plan. Sein Hauptverdächtiger ist Rolf. Auch im zweiten Splittercamp geschi"
